연도,조사기간,정당,지지율
2019,5월 5주차,자유한국당,30
2019,5월 5주차,바른미래당,5.8
2019,5월 5주차,민주평화당,2.3
2019,5월 5주차,정의당,6.1
2019,5월 5주차,우리공화당,1.9
2019,5월 5주차,기타 정당,12.9
2019,5월 5주차,무당층,NA
2019,6월 1주차,더불어민주당,40.5
2019,6월 1주차,자유한국당,29.6
2019,6월 1주차,바른미래당,4.7
2019,6월 1주차,민주평화당,2.9
2019,6월 1주차,정의당,6.9
2019,6월 1주차,우리공화당,1.4
2019,6월 1주차,기타 정당,14
2019,6월 1주차,무당층,NA
2019,6월 2주차,더불어민주당,41
2019,6월 2주차,자유한국당,31
2019,6월 2주차,바른미래당,5.6
2019,6월 2주차,민주평화당,2.5
2019,6월 2주차,정의당,6.1
2019,6월 2주차,우리공화당,1.6
2019,6월 2주차,기타 정당,12.2
2019,6월 2주차,무당층,NA
2019,6월 3주차,더불어민주당,38
2019,6월 3주차,자유한국당,30
2019,6월 3주차,바른미래당,6.5
2019,6월 3주차,민주평화당,2.2
2019,6월 3주차,정의당,7.2
2019,6월 3주차,우리공화당,1.5
2019,6월 3주차,기타 정당,14.6
2019,6월 3주차,무당층,NA
2019,6월 4주차,더불어민주당,41.5
2019,6월 4주차,자유한국당,30.6
2019,6월 4주차,바른미래당,4.4
2019,6월 4주차,민주평화당,1.7
2019,6월 4주차,정의당,7.6
2019,6월 4주차,우리공화당,1.4
2019,6월 4주차,기타 정당,12.8
2019,6월 4주차,무당층,NA
2019,7월 1주차,더불어민주당,40.4
2019,7월 1주차,자유한국당,27.9
2019,7월 1주차,바른미래당,4.8
2019,7월 1주차,민주평화당,2.5
2019,7월 1주차,정의당,7.7
2019,7월 1주차,우리공화당,2
2019,7월 1주차,기타 정당,14.7
2019,7월 1주차,무당층,NA
2019,7월 2주차,더불어민주당,38.6
2019,7월 2주차,자유한국당,30.3
2019,7월 2주차,바른미래당,5.2
2019,7월 2주차,민주평화당,1.9
2019,7월 2주차,정의당,7.4
2019,7월 2주차,우리공화당,1.8
2019,7월 2주차,기타 정당,1.2
2019,7월 2주차,무당층,13.6
2019,7월 3주차,더불어민주당,42.2
2019,7월 3주차,자유한국당,27.1
2019,7월 3주차,바른미래당,5
2019,7월 3주차,민주평화당,1.6
2019,7월 3주차,정의당,8.7
2019,7월 3주차,우리공화당,2.4
2019,7월 3주차,기타 정당,1.2
2019,7월 3주차,무당층,11.8
2019,7월 4주차,더불어민주당,43.2
2019,7월 4주차,자유한국당,26.7
2019,7월 4주차,바른미래당,5.3
2019,7월 4주차,민주평화당,2
2019,7월 4주차,정의당,6.9
2019,7월 4주차,우리공화당,1.9
2019,7월 4주차,기타 정당,1.3
2019,7월 4주차,무당층,12.7
2019,7월 5주차,더불어민주당,41.5
2019,7월 5주차,자유한국당,28.8
2019,7월 5주차,바른미래당,5.1
2019,7월 5주차,민주평화당,1.7
2019,7월 5주차,정의당,5.9
2019,7월 5주차,우리공화당,2.1
2019,7월 5주차,기타 정당,1.4
2019,7월 5주차,무당층,13.5
2019,8월 1주차,더불어민주당,40.1
2019,8월 1주차,자유한국당,28.7
2019,8월 1주차,바른미래당,4.7
2019,8월 1주차,민주평화당,2.1
2019,8월 1주차,정의당,7
2019,8월 1주차,우리공화당,2.1
2019,8월 1주차,기타 정당,1.1
2019,8월 1주차,무당층,14.2
2019,8월 2주차,더불어민주당,40.6
2019,8월 2주차,자유한국당,29.4
2019,8월 2주차,바른미래당,5
2019,8월 2주차,민주평화당,1.5
2019,8월 2주차,정의당,6.9
2019,8월 2주차,우리공화당,1.8
2019,8월 2주차,기타 정당,1
2019,8월 2주차,무당층,13.8
2019,8월 3주차,더불어민주당,38.3
2019,8월 3주차,자유한국당,30.2
2019,8월 3주차,바른미래당,5.9
2019,8월 3주차,민주평화당,2
2019,8월 3주차,정의당,6.7
2019,8월 3주차,우리공화당,2.1
2019,8월 3주차,기타 정당,1.8
2019,8월 3주차,무당층,13
2019,8월 4주차,더불어민주당,39.4
2019,8월 4주차,자유한국당,29.1
2019,8월 4주차,바른미래당,5.6
2019,8월 4주차,민주평화당,1.4
2019,8월 4주차,정의당,6.2
2019,8월 4주차,우리공화당,1.7
2019,8월 4주차,기타 정당,1.2
2019,8월 4주차,무당층,15.4
2019,9월 1주차,더불어민주당,38.6
2019,9월 1주차,자유한국당,29.2
2019,9월 1주차,바른미래당,5.9
2019,9월 1주차,민주평화당,1.4
2019,9월 1주차,정의당,6.9
2019,9월 1주차,우리공화당,1.3
2019,9월 1주차,기타 정당,1.2
2019,9월 1주차,무당층,15.5
2019,9월 2주차,더불어민주당,39.5
2019,9월 2주차,자유한국당,30.1
2019,9월 2주차,바른미래당,5.2
2019,9월 2주차,민주평화당,1.8
2019,9월 2주차,정의당,6.2
2019,9월 2주차,우리공화당,1.2
2019,9월 2주차,기타 정당,1.1
2019,9월 2주차,무당층,14.9
2019,9월 3주차,더불어민주당,38.1
2019,9월 3주차,자유한국당,32.5
2019,9월 3주차,바른미래당,6.2
2019,9월 3주차,민주평화당,1.6
2019,9월 3주차,정의당,5.3
2019,9월 3주차,우리공화당,1.4
2019,9월 3주차,기타 정당,1.5
2019,9월 3주차,무당층,13.4
2019,9월 4주차,더불어민주당,40.2
2019,9월 4주차,자유한국당,30.5
2019,9월 4주차,바른미래당,5.1
2019,9월 4주차,민주평화당,1.9
2019,9월 4주차,정의당,5.8
2019,9월 4주차,우리공화당,1.4
2019,9월 4주차,기타 정당,1.2
2019,9월 4주차,무당층,13.9
2019,10월 1주차,더불어민주당,38.3
2019,10월 1주차,자유한국당,33.2
2019,10월 1주차,바른미래당,5.9
2019,10월 1주차,민주평화당,1.2
2019,10월 1주차,정의당,4.9
2019,10월 1주차,우리공화당,1.1
2019,10월 1주차,기타 정당,2.1
2019,10월 1주차,무당층,13.3
2019,10월 2주차,더불어민주당,35.3
2019,10월 2주차,자유한국당,34.4
2019,10월 2주차,바른미래당,6.3
2019,10월 2주차,민주평화당,1.7
2019,10월 2주차,정의당,5.6
2019,10월 2주차,우리공화당,1.5
2019,10월 2주차,기타 정당,1.6
2019,10월 2주차,무당층,13.6
2019,10월 3주차,더불어민주당,39.8
2019,10월 3주차,자유한국당,34.3
2019,10월 3주차,바른미래당,5.3
2019,10월 3주차,민주평화당,1.6
2019,10월 3주차,정의당,4.2
2019,10월 3주차,우리공화당,1.4
2019,10월 3주차,기타 정당,1.2
2019,10월 3주차,무당층,12.2
2019,10월 4주차,더불어민주당,40.6
2019,10월 4주차,자유한국당,32.2
2019,10월 4주차,바른미래당,5.4
2019,10월 4주차,민주평화당,1.7
2019,10월 4주차,정의당,4.8
2019,10월 4주차,우리공화당,1.3
2019,10월 4주차,기타 정당,1.3
2019,10월 4주차,무당층,12.7
2019,10월 5주차,더불어민주당,39.6
2019,10월 5주차,자유한국당,31.6
2019,10월 5주차,바른미래당,4.5
2019,10월 5주차,민주평화당,2
2019,10월 5주차,정의당,5.1
2019,10월 5주차,우리공화당,1.9
2019,10월 5주차,기타 정당,1.7
2019,10월 5주차,무당층,13.6
2019,11월 1주차,더불어민주당,37.8
2019,11월 1주차,자유한국당,33.6
2019,11월 1주차,바른미래당,5.1
2019,11월 1주차,민주평화당,1.6
2019,11월 1주차,정의당,5.3
2019,11월 1주차,우리공화당,1.4
2019,11월 1주차,기타 정당,1.8
2019,11월 1주차,무당층,13.4
2019,11월 2주차,더불어민주당,39
2019,11월 2주차,자유한국당,30.7
2019,11월 2주차,바른미래당,6
2019,11월 2주차,민주평화당,1.5
2019,11월 2주차,정의당,6.4
2019,11월 2주차,우리공화당,2.1
2019,11월 2주차,기타 정당,1.3
2019,11월 2주차,무당층,13
2019,11월 4주차,더불어민주당,39
2019,11월 4주차,자유한국당,32.9
2019,11월 4주차,바른미래당,4.7
2019,11월 4주차,민주평화당,1.6
2019,11월 4주차,정의당,6.5
2019,11월 4주차,우리공화당,1.8
2019,11월 4주차,기타 정당,1.5
2019,11월 4주차,무당층,12
2019,12월 1주차,더불어민주당,40
2019,12월 1주차,자유한국당,31.4
2019,12월 1주차,바른미래당,4.9
2019,12월 1주차,민주평화당,1.7
2019,12월 1주차,정의당,7
2019,12월 1주차,우리공화당,1.2
2019,12월 1주차,기타 정당,1.9
2019,12월 1주차,무당층,11.9
2019,12월 2주차,더불어민주당,41.2
2019,12월 2주차,자유한국당,29.5
2019,12월 2주차,바른미래당,4.8
2019,12월 2주차,민주평화당,1.4
2019,12월 2주차,정의당,6.5
2019,12월 2주차,우리공화당,1.4
2019,12월 2주차,기타 정당,1.6
2019,12월 2주차,무당층,13.6
2019,12월 3주차,더불어민주당,39.9
2019,12월 3주차,자유한국당,30.9
2019,12월 3주차,바른미래당,4.8
2019,12월 3주차,민주평화당,1.4
2019,12월 3주차,정의당,6.6
2019,12월 3주차,우리공화당,1.7
2019,12월 3주차,기타 정당,1.4
2019,12월 3주차,무당층,13.3
2019,12월 4주차,더불어민주당,41.4
2019,12월 4주차,자유한국당,31.4
2019,12월 4주차,바른미래당,4.4
2019,12월 4주차,민주평화당,1.3
2019,12월 4주차,정의당,5.7
2019,12월 4주차,우리공화당,1.4
2019,12월 4주차,기타 정당,1.3
2019,12월 4주차,무당층,13.1
2020,1월 1주차,더불어민주당,41.8
2020,1월 1주차,자유한국당,32.1
2020,1월 1주차,바른미래당,4.6
2020,1월 1주차,정의당,5.5
2020,1월 1주차,민주평화당,1.1
2020,1월 1주차,우리공화당,1
2020,1월 1주차,기타,1.7
2020,1월 1주차,무당층,12.2
2020,1월 2주차,더불어민주당,41.1
2020,1월 2주차,자유한국당,31.3
2020,1월 2주차,바른미래당,4.7
2020,1월 2주차,정의당,5.5
2020,1월 2주차,민주평화당,1.9
2020,1월 2주차,우리공화당,1.5
2020,1월 2주차,기타,2.1
2020,1월 2주차,무당층,11.9
2020,1월 3주차,더불어민주당,38.4
2020,1월 3주차,자유한국당,32.7
2020,1월 3주차,바른미래당,3.9
2020,1월 3주차,새로운보수당,4.7
2020,1월 3주차,대안신당,1.2
2020,1월 3주차,정의당,4.3
2020,1월 3주차,민주평화당,1.8
2020,1월 3주차,우리공화당,1.5
2020,1월 3주차,민중당,1.1
2020,1월 3주차,기타,0.9
2020,1월 3주차,무당층,9.5
2020,1월 4주차,더불어민주당,40.4
2020,1월 4주차,자유한국당,32.1
2020,1월 4주차,바른미래당,4.1
2020,1월 4주차,새로운보수당,3.8
2020,1월 4주차,대안신당,1.7
2020,1월 4주차,정의당,4.4
2020,1월 4주차,민주평화당,1
2020,1월 4주차,우리공화당,1.1
2020,1월 4주차,민중당,0.7
2020,1월 4주차,기타,0.8
2020,1월 4주차,무당층,9.9
2020,1월 5주차,더불어민주당,38.5
2020,1월 5주차,자유한국당,29.3
2020,1월 5주차,바른미래당,3.5
2020,1월 5주차,새로운보수당,3.8
2020,1월 5주차,대안신당,1.2
2020,1월 5주차,정의당,5.6
2020,1월 5주차,민주평화당,1.6
2020,1월 5주차,우리공화당,1.4
2020,1월 5주차,민중당,1.2
2020,1월 5주차,기타,0.9
2020,1월 5주차,무당층,13
2020,2월 1주차,더불어민주당,40.2
2020,2월 1주차,자유한국당,30.2
2020,2월 1주차,바른미래당,3.3
2020,2월 1주차,새로운보수당,4.1
2020,2월 1주차,대안신당,1.2
2020,2월 1주차,정의당,5.3
2020,2월 1주차,민주평화당,2.1
2020,2월 1주차,우리공화당,1.2
2020,2월 1주차,민중당,0.7
2020,2월 1주차,기타,0.8
2020,2월 1주차,무당층,10.9
2020,2월 2주차,더불어민주당,39.9
2020,2월 2주차,자유한국당,32
2020,2월 2주차,바른미래당,2.6
2020,2월 2주차,새로운보수당,3.9
2020,2월 2주차,대안신당,0.9
2020,2월 2주차,정의당,4.8
2020,2월 2주차,민주평화당,1.5
2020,2월 2주차,우리공화당,1.2
2020,2월 2주차,민중당,1.3
2020,2월 2주차,기타,0.8
2020,2월 2주차,무당층,11.1
2020,2월 3주차,더불어민주당,40.5
2020,2월 3주차,미래통합당,33.7
2020,2월 3주차,바른미래당,3
2020,2월 3주차,대안신당,1.3
2020,2월 3주차,정의당,4.1
2020,2월 3주차,민주평화당,2.2
2020,2월 3주차,민중당,1
2020,2월 3주차,우리공화당,1.5
2020,2월 3주차,국민의당,2.3
2020,2월 3주차,기타,0.9
2020,2월 3주차,무당층,9.5
2020,2월 4주차,더불어민주당,41
2020,2월 4주차,미래통합당,31
2020,2월 4주차,민생당,4.1
2020,2월 4주차,정의당,4.3
2020,2월 4주차,국민의당,1.7
2020,2월 4주차,우리공화당,1.6
2020,2월 4주차,민중당,1
2020,2월 4주차,기타,1.7
2020,2월 4주차,무당층,13.6
2020,3월 1주차,더불어민주당,41.7
2020,3월 1주차,미래통합당,31.2
2020,3월 1주차,민생당,4.1
2020,3월 1주차,정의당,4.9
2020,3월 1주차,국민의당,4.7
2020,3월 1주차,우리공화당,1.6
2020,3월 1주차,민중당,0.8
2020,3월 1주차,기타,1.3
2020,3월 1주차,무당층,9.7
2020,3월 2주차,더불어민주당,41.5
2020,3월 2주차,미래통합당,32.1
2020,3월 2주차,민생당,2.1
2020,3월 2주차,정의당,4.3
2020,3월 2주차,국민의당,3.9
2020,3월 2주차,우리공화당,2.4
2020,3월 2주차,민중당,1.2
2020,3월 2주차,기타,1.6
2020,3월 2주차,무당층,10.9
2020,3월 3주차,더불어민주당,42.1
2020,3월 3주차,미래통합당,33.6
2020,3월 3주차,민생당,1.4
2020,3월 3주차,정의당,3.7
2020,3월 3주차,자유공화당,1.4
2020,3월 3주차,민중당,1.3
2020,3월 3주차,국민의당,4
2020,3월 3주차,친박신당,2.1
2020,3월 3주차,기타,1.9
2020,3월 3주차,무당층,8.6
2020,3월 4주차,더불어민주당,44.6
2020,3월 4주차,미래통합당,30
2020,3월 4주차,민생당,1.8
2020,3월 4주차,정의당,4.6
2020,3월 4주차,자유공화당,1.8
2020,3월 4주차,민중당,1
2020,3월 4주차,국민의당,3.3
2020,3월 4주차,친박신당,1.6
2020,3월 4주차,기타,2.8
2020,3월 4주차,무당층,8.4
2020,4월 1주차,더불어민주당,43.2
2020,4월 1주차,미래통합당,28.8
2020,4월 1주차,민생당,2.2
2020,4월 1주차,정의당,5.4
2020,4월 1주차,우리공화당,1.4
2020,4월 1주차,민중당,1.4
2020,4월 1주차,한국경제당,1.3
2020,4월 1주차,국민의당,3.8
2020,4월 1주차,친박신당,1.7
2020,4월 1주차,기타,1.6
2020,4월 1주차,무당층,9
2020,4월 2주차[A],더불어민주당,44.2
2020,4월 2주차[A],미래통합당,29.6
2020,4월 2주차[A],민생당,2.2
2020,4월 2주차[A],정의당,5.3
2020,4월 2주차[A],우리공화당,1.3
2020,4월 2주차[A],민중당,1.5
2020,4월 2주차[A],한국경제당,1.7
2020,4월 2주차[A],국민의당,3.9
2020,4월 2주차[A],친박신당,1.9
2020,4월 2주차[A],기타,1.5
2020,4월 2주차[A],무당층,6.9
2020,4월 3주차,더불어민주당,46.8
2020,4월 3주차,미래통합당,28.4
2020,4월 3주차,민생당,2.5
2020,4월 3주차,정의당,6
2020,4월 3주차,우리공화당,1.4
2020,4월 3주차,민중당,1
2020,4월 3주차,한국경제당,1.2
2020,4월 3주차,국민의당,4.4
2020,4월 3주차,친박신당,1.6
2020,4월 3주차,기타,1.2
2020,4월 3주차,무당층,5.6
2020,4월 4주차,더불어민주당,52.6
2020,4월 4주차,미래통합당,28.2
2020,4월 4주차,민생당,1.2
2020,4월 4주차,정의당,5.2
2020,4월 4주차,국민의당,3.1
2020,4월 4주차,열린민주당,3.3
2020,4월 4주차,기타,1.8
2020,4월 4주차,무당층,4.5
2020,4월 5주차,더불어민주당,45.2
2020,4월 5주차,미래통합당,28
2020,4월 5주차,민생당,2.2
2020,4월 5주차,정의당,5
2020,4월 5주차,국민의당,4.2
2020,4월 5주차,열린민주당,4.6
2020,4월 5주차,기타,1.5
2020,4월 5주차,무당층,9.4
2020,5월 1주차,더불어민주당,43.7
2020,5월 1주차,미래통합당,26.1
2020,5월 1주차,민생당,2.3
2020,5월 1주차,정의당,5.9
2020,5월 1주차,국민의당,3.4
2020,5월 1주차,열린민주당,5.3
2020,5월 1주차,기타,2.4
2020,5월 1주차,무당층,10.9
2020,5월 2주차,더불어민주당,44.9
2020,5월 2주차,미래통합당,27.2
2020,5월 2주차,민생당,1.8
2020,5월 2주차,정의당,5.1
2020,5월 2주차,국민의당,3.6
2020,5월 2주차,열린민주당,5.3
2020,5월 2주차,기타,1.9
2020,5월 2주차,무당층,10.1
2020,5월 3주차,더불어민주당,42.5
2020,5월 3주차,미래통합당,24.8
2020,5월 3주차,민생당,2.4
2020,5월 3주차,정의당,6
2020,5월 3주차,국민의당,3.8
2020,5월 3주차,열린민주당,6.2
2020,5월 3주차,기타,2
2020,5월 3주차,무당층,12.4
2020,5월 4주차,더불어민주당,42.1
2020,5월 4주차,미래통합당,26.3
2020,5월 4주차,민생당,2.2
2020,5월 4주차,정의당,5
2020,5월 4주차,국민의당,4
2020,5월 4주차,열린민주당,5.6
2020,5월 4주차,기타,2
2020,5월 4주차,무당층,12.7
2020,6월 1주차,더불어민주당,41.6
2020,6월 1주차,미래통합당,27.5
2020,6월 1주차,민생당,1.6
2020,6월 1주차,정의당,4
2020,6월 1주차,국민의당,4.1
2020,6월 1주차,열린민주당,5.3
2020,6월 1주차,기타,2.7
2020,6월 1주차,무당층,13.3
2020,6월 2주차,더불어민주당,42.3
2020,6월 2주차,미래통합당,27.9
2020,6월 2주차,정의당,5.6
2020,6월 2주차,국민의당,3.5
2020,6월 2주차,열린민주당,5.7
2020,6월 2주차,기타,3.2
2020,6월 2주차,무당층,11.8
2020,6월 3주차,더불어민주당,40.6
2020,6월 3주차,미래통합당,29.1
2020,6월 3주차,정의당,4.4
2020,6월 3주차,국민의당,3.9
2020,6월 3주차,열린민주당,4.5
2020,6월 3주차,기타,2.9
2020,6월 3주차,무당층,14.6
2020,6월 4주차,더불어민주당,41.2
2020,6월 4주차,미래통합당,28.1
2020,6월 4주차,정의당,4.2
2020,6월 4주차,국민의당,3.7
2020,6월 4주차,열린민주당,5.6
2020,6월 4주차,기타,2.5
2020,6월 4주차,무당층,14.7
2020,7월 1주차,더불어민주당,38.3
2020,7월 1주차,미래통합당,30.1
2020,7월 1주차,정의당,5.1
2020,7월 1주차,국민의당,3.1
2020,7월 1주차,열린민주당,5.1
2020,7월 1주차,기타,2.6
2020,7월 1주차,무당층,15.7
2020,7월 2주차,더불어민주당,39.7
2020,7월 2주차,미래통합당,29.7
2020,7월 2주차,정의당,5.9
2020,7월 2주차,국민의당,2.9
2020,7월 2주차,열린민주당,5.1
2020,7월 2주차,기타,2.7
2020,7월 2주차,무당층,14
2020,7월 3주차,더불어민주당,35.3
2020,7월 3주차,미래통합당,31
2020,7월 3주차,정의당,5.9
2020,7월 3주차,국민의당,4.4
2020,7월 3주차,열린민주당,4.6
2020,7월 3주차,기타,2.7
2020,7월 3주차,무당층,16.1
2020,7월 4주차,더불어민주당,37.5
2020,7월 4주차,미래통합당,31.7
2020,7월 4주차,정의당,4.7
2020,7월 4주차,국민의당,3.7
2020,7월 4주차,열린민주당,4.4
2020,7월 4주차,기타,2.7
2020,7월 4주차,무당층,15.4
2020,7월 5주차,더불어민주당,38.3
2020,7월 5주차,미래통합당,31.7
2020,7월 5주차,정의당,4.9
2020,7월 5주차,국민의당,3.6
2020,7월 5주차,열린민주당,3.8
2020,7월 5주차,기타,2.3
2020,7월 5주차,무당층,15.4
2020,8월 1주차,더불어민주당,35.1
2020,8월 1주차,미래통합당,34.6
2020,8월 1주차,정의당,4.8
2020,8월 1주차,국민의당,2.6
2020,8월 1주차,열린민주당,4
2020,8월 1주차,기타,2.6
2020,8월 1주차,무당층,16.3
2020,8월 2주차,더불어민주당,34.8
2020,8월 2주차,미래통합당,36.3
2020,8월 2주차,정의당,5.1
2020,8월 2주차,국민의당,3.5
2020,8월 2주차,열린민주당,4.7
2020,8월 2주차,기타,1.8
2020,8월 2주차,무당층,13.8
2020,8월 3주차,더불어민주당,39.7
2020,8월 3주차,미래통합당,35.1
2020,8월 3주차,정의당,4.1
2020,8월 3주차,국민의당,2.6
2020,8월 3주차,열린민주당,3.9
2020,8월 3주차,기타,2.2
2020,8월 3주차,무당층,12.4
2020,8월 4주차,더불어민주당,40.4
2020,8월 4주차,미래통합당,30.1
2020,8월 4주차,정의당,3.8
2020,8월 4주차,국민의당,4.6
2020,8월 4주차,열린민주당,3.6
2020,8월 4주차,기타,2.3
2020,8월 4주차,무당층,15.3
2020,9월 1주차,더불어민주당,37.8
2020,9월 1주차,미래통합당,31
2020,9월 1주차,정의당,4.6
2020,9월 1주차,국민의당,3.9
2020,9월 1주차,열린민주당,5.7
2020,9월 1주차,기타,3.3
2020,9월 1주차,무당층,13.8
2020,9월 2주차,더불어민주당,33.4
2020,9월 2주차,국민의힘,32.7
2020,9월 2주차,정의당,5
2020,9월 2주차,국민의당,4.4
2020,9월 2주차,열린민주당,6.6
2020,9월 2주차,기본소득당,1.2
2020,9월 2주차,시대전환,0.6
2020,9월 2주차,기타,1.9
2020,9월 2주차,무당층,14.2
2020,9월 3주차,더불어민주당,35.2
2020,9월 3주차,국민의힘,29.3
2020,9월 3주차,정의당,5.3
2020,9월 3주차,국민의당,6.2
2020,9월 3주차,열린민주당,5.9
2020,9월 3주차,기본소득당,1.1
2020,9월 3주차,시대전환,0.8
2020,9월 3주차,기타,2.5
2020,9월 3주차,무당층,13.7
2020,9월 4주차,더불어민주당,34.1
2020,9월 4주차,국민의힘,28.9
2020,9월 4주차,정의당,5.3
2020,9월 4주차,국민의당,5.8
2020,9월 4주차,열린민주당,6.2
2020,9월 4주차,기본소득당,1
2020,9월 4주차,시대전환,1.2
2020,9월 4주차,기타,2.4
2020,9월 4주차,무당층,15.1
2020,9월 5주차,더불어민주당,34.5
2020,9월 5주차,국민의힘,31.2
2020,9월 5주차,정의당,3.4
2020,9월 5주차,국민의당,7.5
2020,9월 5주차,열린민주당,6.7
2020,9월 5주차,기본소득당,1
2020,9월 5주차,시대전환,1
2020,9월 5주차,기타,1.6
2020,9월 5주차,무당층,13.1
2020,10월 1주차,더불어민주당,35.6
2020,10월 1주차,국민의힘,28.9
2020,10월 1주차,정의당,5.1
2020,10월 1주차,국민의당,6.2
2020,10월 1주차,열린민주당,6.3
2020,10월 1주차,기본소득당,1.1
2020,10월 1주차,시대전환,1
2020,10월 1주차,기타,2.1
2020,10월 1주차,무당층,13.6
2020,10월 2주차,더불어민주당,32.2
2020,10월 2주차,국민의힘,29.6
2020,10월 2주차,정의당,5.7
2020,10월 2주차,국민의당,5.9
2020,10월 2주차,열린민주당,8.9
2020,10월 2주차,기본소득당,1.3
2020,10월 2주차,시대전환,1
2020,10월 2주차,기타,1.9
2020,10월 2주차,무당층,13.6
2020,10월 3주차,더불어민주당,35.1
2020,10월 3주차,국민의힘,27.3
2020,10월 3주차,정의당,5.4
2020,10월 3주차,국민의당,6.8
2020,10월 3주차,열린민주당,7.1
2020,10월 3주차,기본소득당,0.8
2020,10월 3주차,시대전환,0.8
2020,10월 3주차,기타,1.7
2020,10월 3주차,무당층,15
2020,10월 4주차,더불어민주당,34.8
2020,10월 4주차,국민의힘,28.9
2020,10월 4주차,정의당,4.8
2020,10월 4주차,국민의당,6.9
2020,10월 4주차,열린민주당,6.5
2020,10월 4주차,기본소득당,0.9
2020,10월 4주차,시대전환,0.9
2020,10월 4주차,기타,2.2
2020,10월 4주차,무당층,14.2
2020,11월 1주차,더불어민주당,34.7
2020,11월 1주차,국민의힘,28
2020,11월 1주차,정의당,5.2
2020,11월 1주차,국민의당,6.3
2020,11월 1주차,열린민주당,7
2020,11월 1주차,기본소득당,1.3
2020,11월 1주차,시대전환,0.8
2020,11월 1주차,기타,1.5
2020,11월 1주차,무당층,15.2
2020,11월 2주차,더불어민주당,32.8
2020,11월 2주차,국민의힘,27.3
2020,11월 2주차,정의당,5.7
2020,11월 2주차,국민의당,7.2
2020,11월 2주차,열린민주당,7.5
2020,11월 2주차,기본소득당,1.1
2020,11월 2주차,시대전환,1.1
2020,11월 2주차,기타,2.5
2020,11월 2주차,무당층,14.9
2020,11월 3주차,더불어민주당,32.1
2020,11월 3주차,국민의힘,30
2020,11월 3주차,정의당,5.5
2020,11월 3주차,국민의당,7
2020,11월 3주차,열린민주당,5.9
2020,11월 3주차,기본소득당,1.1
2020,11월 3주차,시대전환,0.5
2020,11월 3주차,기타,2.4
2020,11월 3주차,무당층,15.7
2020,11월 4주차,더불어민주당,34.1
2020,11월 4주차,국민의힘,27.9
2020,11월 4주차,정의당,5.7
2020,11월 4주차,국민의당,7.1
2020,11월 4주차,열린민주당,6.7
2020,11월 4주차,기본소득당,0.8
2020,11월 4주차,시대전환,0.7
2020,11월 4주차,기타,1.4
2020,11월 4주차,무당층,15.6
2020,12월 1주차,더불어민주당,29.7
2020,12월 1주차,국민의힘,31.3
2020,12월 1주차,정의당,5.2
2020,12월 1주차,국민의당,7.2
2020,12월 1주차,열린민주당,5.5
2020,12월 1주차,기본소득당,0.7
2020,12월 1주차,시대전환,0.9
2020,12월 1주차,기타,1.5
2020,12월 1주차,무당층,18
2020,12월 2주차,더불어민주당,30.8
2020,12월 2주차,국민의힘,31.6
2020,12월 2주차,정의당,4.4
2020,12월 2주차,국민의당,7.5
2020,12월 2주차,열린민주당,6.1
2020,12월 2주차,기본소득당,0.8
2020,12월 2주차,시대전환,0.6
2020,12월 2주차,기타,1.5
2020,12월 2주차,무당층,16.6
2020,12월 3주차,더불어민주당,30.6
2020,12월 3주차,국민의힘,31.6
2020,12월 3주차,정의당,3.4
2020,12월 3주차,국민의당,7.2
2020,12월 3주차,열린민주당,7.2
2020,12월 3주차,기본소득당,1
2020,12월 3주차,시대전환,0.6
2020,12월 3주차,기타,1.9
2020,12월 3주차,무당층,16.6
2020,12월 4주차,더불어민주당,29.3
2020,12월 4주차,국민의힘,33.8
2020,12월 4주차,정의당,4.4
2020,12월 4주차,국민의당,6.4
2020,12월 4주차,열린민주당,6.5
2020,12월 4주차,기본소득당,0.6
2020,12월 4주차,시대전환,0.8
2020,12월 4주차,기타,1.7
2020,12월 4주차,무당층,16.5
2020,12월 5주차,더불어민주당,29.7
2020,12월 5주차,국민의힘,30.4
2020,12월 5주차,정의당,5.8
2020,12월 5주차,국민의당,7.4
2020,12월 5주차,열린민주당,6.9
2020,12월 5주차,기본소득당,0.8
2020,12월 5주차,시대전환,0.5
2020,12월 5주차,기타,1.3
2020,12월 5주차,무당층,17.1
2021,1월 1주차,더불어민주당,29.3
2021,1월 1주차,국민의힘,33.5
2021,1월 1주차,정의당,4.8
2021,1월 1주차,국민의당,8
2021,1월 1주차,열린민주당,5.4
2021,1월 1주차,기본소득당,0.7
2021,1월 1주차,시대전환,0.6
2021,1월 1주차,기타,2.2
2021,1월 1주차,무당층,15.5
2021,1월 2주차,더불어민주당,30.9
2021,1월 2주차,국민의힘,31.9
2021,1월 2주차,정의당,5
2021,1월 2주차,국민의당,7.1
2021,1월 2주차,열린민주당,5
2021,1월 2주차,기본소득당,1
2021,1월 2주차,시대전환,0.8
2021,1월 2주차,기타,1.9
2021,1월 2주차,무당층,16.5
2021,1월 3주차,더불어민주당,32.8
2021,1월 3주차,국민의힘,28.6
2021,1월 3주차,정의당,5.1
2021,1월 3주차,국민의당,7.6
2021,1월 3주차,열린민주당,6.9
2021,1월 3주차,기본소득당,0.8
2021,1월 3주차,시대전환,0.8
2021,1월 3주차,기타,1.4
2021,1월 3주차,무당층,16
2021,1월 4주차,더불어민주당,32.4
2021,1월 4주차,국민의힘,29.7
2021,1월 4주차,정의당,4.2
2021,1월 4주차,국민의당,8.6
2021,1월 4주차,열린민주당,7.5
